direction,training_generalized_eigenvalue,heldout_generalized_eigenvalue
483,3.2846273227258843e-16,2.688370457522764e-16
484,3.1868485119857125e-16,2.603995797385165e-16
485,3.177618873607388e-16,2.568039638720074e-16
486,3.1087978753583033e-16,2.5040098953337966e-16
487,2.971330743093123e-16,2.4262141897557056e-16
488,2.92295276185165e-16,2.389189866905287e-16
489,2.8966915533801806e-16,2.2041620746669992e-16
490,2.850847025888218e-16,2.1664705427002817e-16
491,2.7330085993322176e-16,2.1480817625217064e-16
492,2.6566307725559285e-16,2.0817295535253314e-16
493,2.63073495731766e-16,1.9991413545185472e-16
494,2.557791004369903e-16,1.9397315565433406e-16
495,2.493343533769071e-16,1.86844151057162e-16
496,2.4213181817215354e-16,1.7667013989771688e-16
497,2.3979502171007816e-16,1.6958682741553707e-16
498,2.340073608759087e-16,1.6281060304252707e-16
499,2.278327874924368e-16,1.5804068198580192e-16
500,2.2037816446362084e-16,1.502923461119455e-16
501,2.1595966839622556e-16,1.4522722133934715e-16
502,2.134248324972587e-16,1.4113957088040845e-16
503,2.0671759202749665e-16,1.2854791505654877e-16
504,2.029528291648907e-16,1.2243053888905412e-16
505,1.9483426889759218e-16,1.1046564856033267e-16
506,1.9195934114363294e-16,1.084167476805477e-16
507,1.874676134577227e-16,1.0462383167582723e-16
508,1.7848515521971115e-16,9.498353698550555e-17
509,1.7248041395027142e-16,8.849298592359158e-17
510,1.6397644399694537e-16,8.35965318553259e-17
511,1.6050437068926894e-16,7.615500048620992e-17
512,1.5864683447172172e-16,7.057303171775084e-17
513,1.497332009104717e-16,6.8528970585351e-17
514,1.4590311290152265e-16,6.03293897059801e-17
515,1.397965572995141e-16,5.294605312943374e-17
516,1.3281558692554827e-16,5.127897034578927e-17
517,1.2813111698503022e-16,3.8994918436971385e-17
518,1.2548490080127196e-16,3.382706195475747e-17
519,1.151971377311482e-16,2.819940305890481e-17
520,1.0821953391639311e-16,2.2116182770497455e-17
521,1.0393113446175638e-16,1.426538847994213e-17
522,9.425023568594131e-17,5.431863305897193e-18
523,9.099571283929357e-17,0.0
524,8.555610462334451e-17,0.0
525,8.272053083568108e-17,0.0
526,7.425588213931124e-17,0.0
527,7.128697972115058e-17,0.0
528,6.554953108107739e-17,0.0
529,6.463783617385935e-17,0.0
530,5.524457431543163e-17,0.0
531,4.895098332278728e-17,0.0
532,4.580969377738643e-17,0.0
533,3.4390298932781135e-17,0.0
534,3.172342918428514e-17,0.0
535,2.529697915130181e-17,0.0
536,1.457262475320593e-17,0.0
537,1.1775919153716558e-17,0.0
538,8.492868020969048e-18,0.0
539,4.627236237850957e-18,0.0
540,5.049056125845726e-19,0.0
541,0.0,0.0
542,0.0,0.0
543,0.0,0.0
544,0.0,0.0
545,0.0,0.0
546,0.0,0.0
547,0.0,0.0
548,0.0,0.0
549,0.0,0.0
550,0.0,0.0
551,0.0,0.0
552,0.0,0.0
553,0.0,0.0
554,0.0,0.0
555,0.0,0.0
556,0.0,0.0
557,0.0,0.0
558,0.0,0.0
559,0.0,0.0
560,0.0,0.0
561,0.0,0.0
562,0.0,0.0
563,0.0,0.0
564,0.0,0.0
565,0.0,0.0
566,0.0,0.0
567,0.0,0.0
568,0.0,0.0
569,0.0,0.0
570,0.0,0.0
571,0.0,0.0
572,0.0,0.0
573,0.0,0.0
574,0.0,0.0
575,0.0,0.0
576,0.0,0.0
577,0.0,0.0
578,0.0,0.0
579,0.0,0.0
580,0.0,0.0
581,0.0,0.0
582,0.0,0.0
583,0.0,0.0
584,0.0,0.0
585,0.0,0.0
586,0.0,0.0
587,0.0,0.0
588,0.0,0.0
589,0.0,0.0
590,0.0,0.0
591,0.0,0.0
592,0.0,0.0
593,0.0,0.0
594,0.0,0.0
595,0.0,0.0
596,0.0,0.0
597,0.0,0.0
598,0.0,0.0
599,0.0,0.0
600,0.0,0.0
601,0.0,0.0
602,0.0,0.0
603,0.0,0.0
604,0.0,0.0
605,0.0,0.0
606,0.0,0.0
607,0.0,0.0
608,0.0,0.0
609,0.0,0.0
610,0.0,0.0
611,0.0,0.0
612,0.0,0.0
613,0.0,0.0
614,0.0,0.0
615,0.0,0.0
616,0.0,0.0
617,0.0,0.0
618,0.0,0.0
619,0.0,0.0
620,0.0,0.0
621,0.0,0.0
622,0.0,0.0
623,0.0,0.0
624,0.0,0.0
625,0.0,0.0
626,0.0,0.0
627,0.0,0.0
628,0.0,0.0
629,0.0,0.0
630,0.0,0.0
631,0.0,0.0
632,0.0,0.0
633,0.0,0.0
634,0.0,0.0
635,0.0,0.0
636,0.0,0.0
637,0.0,0.0
